AdoptionLikelihood,AgeMonths,Size,WeightKg,Vaccinated,HealthCondition,TimeInShelterDays,AdoptionFee,PreviousOwner,PetType_Bird,PetType_Cat,PetType_Dog,PetType_Rabbit,Breed_Golden Retriever,Breed_Labrador,Breed_Parakeet,Breed_Persian,Breed_Poodle,Breed_Rabbit,Breed_Siamese,Color_Black,Color_Brown,Color_Gray,Color_Orange,Color_White
0,0.74663318884344,1.290533615053827,-1.2807792802501827,1.0,-0.49537569010894944,-0.6594375908985983,-0.7621958030958322,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,-0.37673458316361885,1.290533615053827,0.045744704897591984,0.0,-0.49537569010894944,-1.3975810626964158,-0.09426932775236298,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.8434752381543934,0.026545636910191326,-1.6366355241033455,0.0,-0.49537569010894944,1.5938424809052656,0.9603514227899569,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0.08810725352895724,-1.2374423412334443,-1.4849574478492589,0.0,-0.49537569010894944,0.6614507270553908,-0.22082381781744137,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,0.5916859099459146,1.290533615053827,0.5754644179520423,0.0,-0.49537569010894944,-0.6205879344881869,-1.648077233551381,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,-0.43483981275019085,1.290533615053827,0.634083035070796,0.0,-0.49537569010894944,1.6715417937260884,0.3697638024862578,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1.4826327636066856,-1.2374423412334443,-0.5767661260287719,1.0,-0.3428452224341951,1.0110976347490939,1.3470456979888075,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,-1.5388391748950592,1.290533615053827,-1.0150513721224939,1.0,-0.49537569010894944,-1.591829344748473,-0.7832882181066786,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0,-0.8415764198561949,0.026545636910191326,1.0677340577759873,1.0,2.0467987711369573,0.9722479783386824,1.1009675228622662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,-0.6285239113720976,1.290533615053827,-1.0098506316063594,0.0,-0.49537569010894944,1.1276466039803281,-0.12239254776682483,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.7272647789812494,1.290533615053827,0.12164254378566829,0.0,-0.49537569010894944,-1.4364307191068273,-1.1277976632838365,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,-1.6937864537925844,-1.2374423412334443,1.6057496049780509,1.0,-0.49537569010894944,0.6226010706449794,1.5017234080683477,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1.5407379931932574,1.290533615053827,-1.2510049834908037,1.0,-0.49537569010894944,-1.5529796883380615,-1.212167323327222,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,-1.2676814368243896,1.290533615053827,1.5105684689514858,1.0,-0.49537569010894944,-1.51413003192765,-0.7973498281139095,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1,1.3083170748469695,0.026545636910191326,-1.1289818751110887,1.0,-0.49537569010894944,-1.2810320934651815,-0.08098110629552983,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1.0952645663628722,-1.2374423412334443,0.2101500139614622,1.0,-0.49537569010894944,-1.1256334678235358,1.5439082380900406,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,-1.6356812242060124,-1.2374423412334443,-0.4530098945852798,1.0,2.0467987711369573,0.7779996962866251,1.1009675228622662,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,-0.8222080099940042,0.026545636910191326,1.5943267175455096,1.0,-0.49537569010894944,-1.2033327806443586,-0.9801507582079116,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,-0.4929450423367629,1.290533615053827,-0.8133119089961263,1.0,2.0467987711369573,-1.4364307191068273,0.7283348576706465,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,-0.9384184691671483,-1.2374423412334443,-0.3741340303708785,0.0,2.0467987711369573,-1.4752803755172388,0.3627329974826423,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.630422729670296,-1.2374423412334443,1.6567702377447457,1.0,-0.49537569010894944,0.4672024450033336,-1.1137360532766056,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,-0.6672607310964789,1.290533615053827,0.1022923361437886,0.0,-0.49537569010894944,0.7779996962866251,1.2275220129273445,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,-1.7325232735169658,1.290533615053827,-0.015550789293051422,1.0,-0.49537569010894944,0.2341045065408649,0.8478585427321095,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
