AgeMonths,Size,WeightKg,Vaccinated,HealthCondition,TimeInShelterDays,AdoptionFee,PreviousOwner,AdoptionLikelihood,PetType_Bird,PetType_Cat,PetType_Dog,PetType_Rabbit,Breed_Golden Retriever,Breed_Labrador,Breed_Parakeet,Breed_Persian,Breed_Poodle,Breed_Rabbit,Breed_Siamese,Color_Black,Color_Brown,Color_Gray,Color_Orange,Color_White
0.7475881759366875,1.2904026846999717,-1.2807792802501827,1,0.0,-0.6594375908985983,-0.7628317835025368,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
-0.37687417214849395,1.2904026846999717,0.045744704897591984,0,0.0,-1.3975810626964158,-0.09475186398590449,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
0.8445245852543755,0.025215489686369663,-1.6366355241033455,0,0.0,1.5938424809052656,0.9601111668298308,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
0.08842059257640869,-1.2399717053272323,-1.4849574478492589,0,0.0,0.6614507270553908,-0.22133542768379272,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.5924899210283865,1.2904026846999717,0.5754644179520423,0,0.0,-0.6205879344881869,-1.6489167293877545,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
-0.4350360177391068,1.2904026846999717,0.634083035070796,0,0.0,1.6715417937260884,0.369387869573019,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1.4843048867511166,-1.2399717053272323,-0.5767661260287719,1,0.0,1.0110976347490939,1.3468942781289337,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
-1.5401110839607506,1.2904026846999717,-1.0150513721224939,1,0.0,-1.591829344748473,-0.7839290441188516,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
-0.8421689368733966,0.025215489686369663,1.0677340577759873,1,1.0,0.9722479783386824,1.1007595709385956,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
-0.6289088363744829,1.2904026846999717,-1.0098506316063594,0,0.0,1.1276466039803281,-0.12288154480765742,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.7282008940731498,1.2904026846999717,0.12164254378566829,0,0.0,-1.4364307191068273,-1.1285176341853251,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
-1.6952093388690515,-1.2399717053272323,1.6057496049780509,1,0.0,0.6226010706449794,1.5016075226485748,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1.5424667323417294,1.2904026846999717,-1.2510049834908037,1,0.0,-1.5529796883380615,-1.2129066766505838,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
-1.268689137871224,1.2904026846999717,1.5105684689514858,1,0.0,-1.51413003192765,-0.797993884529728,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1.309819349979278,0.025215489686369663,-1.1289818751110887,1,0.0,-1.2810320934651815,1.9987340367146758e-16,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1.0965592494803644,-1.2399717053272323,0.2101500139614622,1,0.0,-1.1256334678235358,1.5438020438812043,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
-1.6370474932784387,-1.2399717053272323,-0.4530098945852798,1,1.0,0.7779996962866251,1.1007595709385956,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
-0.822781655009859,0.025215489686369663,1.5943267175455096,1,0.0,-1.2033327806443586,-0.9808368098711221,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
-0.4931978633297196,1.2904026846999717,-0.8133119089961263,1,1.0,-1.4364307191068273,0.728041300050369,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
-0.9391053461910847,-1.2399717053272323,-0.3741340303708785,0,1.0,-1.4752803755172388,0.3623554493675808,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
0.6312644847554617,-1.2399717053272323,1.6567702377447457,1,0.0,0.4672024450033336,-1.1144527937744486,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
-0.6676834001015581,1.2904026846999717,0.1022923361437886,0,0.0,0.7779996962866251,1.2273431346364836,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
-1.7339839025961266,1.2904026846999717,-0.015550789293051422,1,0.0,0.2341045065408649,0.847592443542819,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
-0.12483950792250502,0.025215489686369663,-0.868205815279221,1,0.0,-0.542888621667364,1.1007595709385956,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
-0.4350360177391068,1.2904026846999717,0.6765053437748807,1,0.0,-0.8536858729506556,1.1570189325821014,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.7282008940731498,-1.2399717053272323,-1.715825070155527,1,0.0,-0.7371369037194212,-0.4182431934360633,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1.5424667323417294,1.2904026846999717,-1.5934569923529884,1,0.0,-0.6205879344881869,-1.2410363574723369,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
-1.7533711844596642,1.2904026846999717,0.3212900079800234,1,1.0,1.554992824494854,-0.5377943369285133,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
0.18535700189409673,0.025215489686369663,-0.5760516653791559,0,0.0,-0.193241713973661,-1.5082683252789897,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
-1.113590882962923,1.2904026846999717,1.5538890623796995,0,1.0,0.8945486655178595,-0.2775947893272986,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
0.1078078744399463,0.025215489686369663,1.3793347222914765,1,0.0,-1.51413003192765,0.34125818875126607,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
-1.2105272922806112,1.2904026846999717,0.7194867358417314,1,1.0,0.8168493526970366,-0.8190911451460426,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.4567789479836233,-1.2399717053272323,1.08317928768563,1,0.0,-1.1256334678235358,0.23577188566969257,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
-1.6370474932784387,-1.2399717053272323,0.557995577560435,1,0.0,0.8945486655178595,-0.36198383179255744,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1.115946531343902,1.2904026846999717,-1.3285577177659966,1,0.0,-0.15439205756324956,1.9987340367146758e-16,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
-0.9391053461910847,1.2904026846999717,0.9000008443393057,0,0.0,0.9722479783386824,-1.5293655858953044,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
-1.0942036010993854,0.025215489686369663,-1.033917946483692,1,0.0,1.2830452296219739,-0.797993884529728,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
-0.2993250446943435,1.2904026846999717,-0.639540590331232,0,0.0,-0.03784308833201522,-0.010362821520645665,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
-1.1911400104170735,0.025215489686369663,1.0869702638034693,1,0.0,-1.669528657569296,0.7702358212829984,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
-0.8809435006004718,0.025215489686369663,0.10248462086674309,0,0.0,-0.8536858729506556,0.6436522575851102,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
-0.7258452456921709,0.025215489686369663,1.2287238798842945,1,0.0,0.7003003834658023,-0.7276696824753456,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.2629061293482472,0.025215489686369663,-1.0240164495957553,0,0.0,1.3607445424427969,0.5944253161470425,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1.271044786252203,0.025215489686369663,0.3506107388675612,1,0.0,-0.6982872473090098,-0.7487669430916604,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.5537153573013113,1.2904026846999717,-1.4740883705537806,1,1.0,-1.0090844985923013,-0.10881670439678096,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
-0.7258452456921709,1.2904026846999717,0.4734763620643795,1,0.0,0.156405193720042,1.1288892517603484,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
0.9996228401626763,0.025215489686369663,0.8895213469877246,1,0.0,-1.3587314062860043,1.3187645973071807,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
-1.5594983658242882,1.2904026846999717,0.27104796869470804,1,1.0,-1.669528657569296,-1.4449765434300457,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1.019010122026214,1.2904026846999717,-0.8387696038617952,1,0.0,-1.3587314062860043,-1.5293655858953044,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
0.9996228401626763,0.025215489686369663,-1.6567308557883254,1,0.0,-0.8148362165402442,-0.12991396501309566,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
0.9220737127085259,1.2904026846999717,-1.349915630900186,0,0.0,0.03985622448880767,-1.5574952667170574,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
0.8445245852543755,1.2904026846999717,0.40119003278559084,1,0.0,-1.6306790011588845,1.2203107144310454,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
-1.7339839025961266,1.2904026846999717,1.4880863474533323,0,0.0,-1.164483124233947,1.6985152884008454,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
0.9996228401626763,0.025215489686369663,-1.0466548067494736,0,0.0,-0.23209137038407246,-0.6292157995992104,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
-1.2105272922806112,1.2904026846999717,0.7937297046101753,1,0.0,-0.15439205756324956,0.5873928959416043,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
-1.3462382653253744,-1.2399717053272323,1.2513950865668457,1,0.0,0.7391500398762136,-0.2986920499436133,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
-0.008515816741279358,-1.2399717053272323,0.04800898062794954,1,0.0,1.4772935116740311,-1.6278194687714398,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.4373916661200857,0.025215489686369663,0.5647302231264736,1,1.0,-1.0867838114131243,-1.0300637513091897,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0.22413156562117195,-1.2399717053272323,1.07227866290514,0,0.0,1.205345916801151,-1.2621336180886515,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
0.4955535117106985,0.025215489686369663,-0.858118645898084,0,1.0,-1.4752803755172388,-0.917545028022178,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
-1.6952093388690515,-1.2399717053272323,-0.7319867276147113,1,1.0,-1.591829344748473,-0.7768966239134133,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
0.22413156562117195,-1.2399717053272323,-1.7636912595211514,1,0.0,-1.164483124233947,-0.6292157995992104,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.3016806930753224,-1.2399717053272323,1.587938479096603,0,0.0,0.855699009107448,-0.12288154480765742,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
-0.5319724270567948,0.025215489686369663,1.4293208473825016,1,0.0,1.205345916801151,-0.7136048420644692,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.5537153573013113,0.025215489686369663,0.8966052002888275,1,1.0,1.6326921373156769,0.728041300050369,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
-1.2105272922806112,1.2904026846999717,-1.4905074043875504,1,0.0,0.8945486655178595,1.2273431346364836,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1.0965592494803644,0.025215489686369663,-0.2075221751754447,1,1.0,-0.5040389652569526,1.0023056880624601,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
-0.16361407164958025,-1.2399717053272323,-1.4110554129310606,1,0.0,-0.4263396524361297,-0.04552492254783684,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1.115946531343902,-1.2399717053272323,-1.7104368015987452,1,0.0,1.7103914501364998,-1.5082683252789897,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
-1.1717527285535358,0.025215489686369663,0.3798781034629415,0,0.0,-1.669528657569296,0.5311335342980984,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1.3292066318428157,0.025215489686369663,1.5800519902895738,1,0.0,0.0010065680783962253,0.9319814860080778,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
